ID,Medicine,Website,Source,Link,Review title or reviewer name,Review,Stars,People found the review helpful,Date,Reviewer characteristics,Helps overall with kidney stones,Helps overall with gallstones,Says that has suffered from condition for a long time (>1 year),Someone who makes large amounts of stones (>10 total),Asserts significant reduction in pain on net,Provides detailed background,Works as a prophylactic,Mentions breaking of stones,Mentions shrinking of the stones,Mentions softening of stones,Mentions stone gravel/dust/dissolved,"Stone came out soon after taking it (3 day window or ""a few days later"")",Deferences,Medical personel was surprised or skeptical,Significant (>50%) pain relief within 24 hours,Significant (>50%) pain relief within a week,Consumption method,Dose,Stone characteristics,Provides contact info,Admits it sounds non-credible/identifies as a skeptic,Stone passed with no or almost no pain,Provides objective measurements,Comments,Promotes specific brand,Speaks for someone else,Side effects mentioned,Super high quality,Incredible accounts,Unexpected Positives,Length Filtered,Length (words),Classification method
218,Chanca piedra,Amazon,"EU Natural: ""Stone Breaker"" chanca piedra",https://www.amazon.com/STONE-BREAKER-Chanca-Piedra-Gallbladder/dp/B01FERIHYE/,This stuff really works,"I wish I'd heard about this amazing product years ago. I just spent over a month in the hospital and a nursing home over a .50 calibre kidney stone which damaged my one functioning kidney, causing me to develop Septicemia. I was in a coma for 2 weeks, and almost died. They put 2 Stents in me, a painful and uncomfortable process, and used sonics twice to try and break the stone up went thru the Stent and sonics once before in 2018 on a smaller stone. I put lemon juice in all my drinks every day to deal with these stones, and have passed many smaller stones since then. My 1st Dt said my body socks every nutrient out of my food, and it stores them in my body. I have calcium deposits in my heart too. He thinks it's a survival trait designed for ancient times when food was scarce and hard to come by. But in the modern world of convenience food, it's causing me grief. I thought his theory was goofy until several years later, I had to undergo multiple hip replacement surgeries and my orthopedic surgeon told me I had the thickest bones he ever saw. ""Like a gorilla""s, he said. My orthopedic problems are caused from me being extremely double jointed. I develop them quickly whenever I get lax and don't consume enough of the lemon juice ( due to not being able to find it in stores. I live in a very rural area with limited supply options). Anyway, I never heard of Stone Breaker until this latest bout of kidney stone misery. They call them stones, but they look and feel like shards of broken glass, especially when you pass them. It starts with an extreme pain in your lower back. Like you've been run thru with a spear. Then, over the course of several hours you can feel the stone fragment moving up and over your hip bone and down into your groin area. If you've suffered them before, the pain is so incredible you're afraid to pee! The first time I passed one, the ordeal was so awful that I gripped the door frame so hard in the bathroom, that I damaged the wood and indented it! (Now, I grip the handle of my heavy duty metal cane). When the stones come out (thank God!!!) You can hear them hitting the sides of your toilet bowl or urinal jug. What a miserable ordeal of agony! Anyway, last week after having the 3rd Stent put in me, I found out about Stone Breaker and upon reading the testimonials I ordered it. Upon arrival I took it. The very next day after taking it I began to pass more stones, albeit they were much smaller and smoother, and nowhere near as painful as stones I had passed before. Stone Breaker really seems to work, just as other victims of this terrible affliction have attested. I can vouch for it too! Oh if only I had known about it earlier, perhaps I could have saved myself a ton of misery, time and a mountain of medical bills. JD Cbarles",5,3,2021-11-19,"Put lemon juice in all of his drinks, everyday to fight the stones. Doctor told him his body sucks all nutrients from food and stores then in body (probably for evolutionary reasons, such as famine and winters). Calcium deposits in heart also. Plus, also had the thickest bones his surgeon ever saw during multiple hip replacements. Orthopaedic problems caused by extreme double jointedness it is thought.",1,,1,1,1,1,1,,1,,,1,preferable to being in hospitals and nursing homes having stents surgically fitted as well as sonics in an attempt to break the stones.,,1,,,,"Years ago, one stone damaged his one remaining functional kidney, leading to septicaemia and then a 2 week long coma nearing death. Look and feel like shards of broken glass! Many smaller stones since starting regimen of lemon juice in water, and then the Stone Breaker.",1,1,1,,"The condition was so painful, he damaged his bathroom door frame from gripping it too hard during urination, when he wasn't too afraid to urinate at all!",Stone breaker,,,1,,,,526,Manual
219,Chanca piedra,Amazon,"EU Natural: ""Stone Breaker"" chanca piedra",https://www.amazon.com/STONE-BREAKER-Chanca-Piedra-Gallbladder/dp/B01FERIHYE/,Have not had gall bladder attack since i started taking these,"I had been getting Gall Bladder attacks with increasing Frequency, a month , a couple weeks and then a week apart. pain and vomiting for over a day. i would be out of commission for a day or too. I had to try something. so I saw the reviews on this product were excellent and figured, I might as well try. I also had a kidney stone a couple months back, so I figured it wouldn't hurt killing to birds with one stone.. Pun intended. Anyway, started taking them the day I got them. and I have not had an attack since. That's a win in my book. They must be doing something! If I have a particularly fatty or heavy meal, I might take 2 instead of one. But for now, i am going to continue taking the Stonebreakers. They appear to be helping me! ",5,1,2021-11-16,Suffers from attacks of both gallbladder and kidney stones. Bought product to try and tackle both conditions simultaneously.,1,1,0,0,1,,1,,,,,,,,1,,Taken since the day they arrived.,"1 daily, or 2 in the event of a fatty meal.",Just 1 kidney stone so far since a couple of months before.,,,,,,Stone breaker,,,1,,"Effective in the event of both gallbladder stones and kidney stones, ""kill two birds with one stone"".",,146,Manual
220,Chanca piedra,Amazon,"EU Natural: ""Stone Breaker"" chanca piedra",https://www.amazon.com/STONE-BREAKER-Chanca-Piedra-Gallbladder/dp/B01FERIHYE/,I believe it did dissolve my latest kidney stone,Did work as advertised. The shell tastes like seaweed.,4,,2021-11-12,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,9,Manual
221,Chanca piedra,Amazon,"EU Natural: ""Stone Breaker"" chanca piedra",https://www.amazon.com/STONE-BREAKER-Chanca-Piedra-Gallbladder/dp/B01FERIHYE/,From hopeless to pain free,"I received my Stone Breaker Chanca Piedrar order yesterday, I anxiously took 2 pills. I was having sharp pains in my bladder from a kidney stone for the last 5 days. Taking Flowmax, Uriflow, antibiotics, CBD and NSAIDS. Feeling hopeless and desperate for pain relief. I feel a remarkable difference from last night, I don't feel the throbbing pain, I took two more tablets this morning and can move around with no discomfort, no urgency to use the bathroom. I am glad I found this product, I believe it does what it says. This is a life saver for anyone with kidney stones. Don't hesitate there are over 7000 reviews that confirm how wonderful this product is.",5,3,2021-11-10,,1,,0,0,1,1,,,,,,,"Better than Flowmax, Uriflow, antibiotics, CBD, and NSAIDs.",,1,,,2 pills a day (for at least two days),caused sharp pains for 5 days,1,,,,,stone breaker chanca piedrar,,,1,,,,117,Manual
222,Chanca piedra,Amazon,"EU Natural: ""Stone Breaker"" chanca piedra",https://www.amazon.com/STONE-BREAKER-Chanca-Piedra-Gallbladder/dp/B01FERIHYE/,Made things worse,I bought this because of all the great reviews hoping it would be my miracle cure. It’s been a month and a half and I still haven’t passed this stone. The worst part though is these seem to really irritate my stomach. I try to eat when I take them but it doesn’t help. I made the mistake of taking them while I was in pain from the stone and it just made my stomach hurt on top of the kidney pain.,2,,2021-11-09,,0,,0,0,0,,,,,,,0,,,0,0,tried to eat too when taking the pills,,stone not passed for a month and a half.,,,0,,,,,"irritates the stomach, even when eating to try and help. caused stomach irritation on top of the kidney pain it was supposed to remedy.",,,,,82,Manual
223,Chanca piedra,Amazon,"EU Natural: ""Stone Breaker"" chanca piedra",https://www.amazon.com/STONE-BREAKER-Chanca-Piedra-Gallbladder/dp/B01FERIHYE/,Always works,"This always works whenever my kidneys hurt. I take it before a stone can really form.",5,,2021-11-03,,1,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,16,Manual
224,Chanca piedra,Amazon,"EU Natural: ""Stone Breaker"" chanca piedra",https://www.amazon.com/STONE-BREAKER-Chanca-Piedra-Gallbladder/dp/B01FERIHYE/,Seems to be working,"I’ve had a lot of kidney stones and since I’ve been taking this, so far no issues with them.",5,,2021-11-03,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,19,Manual
225,Chanca piedra,Amazon,"EU Natural: ""Stone Breaker"" chanca piedra",https://www.amazon.com/STONE-BREAKER-Chanca-Piedra-Gallbladder/dp/B01FERIHYE/,It actually Works!!!,"Caps are easy to swallow and it works. Found relief within days after first treatment for reoccurring kidney stones. Changing of diet helped as well but this worked faster.",5,,2021-10-29,,1,,,,1,,,,,,,,product worked faster than dietary changes by themselves,,,1,capsules taken in conjunction with dietary changes,relief within days after first treatment,recurring,1,,,,,,,,,,capsules are easy to swallow,,29,Manual
226,Chanca piedra,Amazon,"EU Natural: ""Stone Breaker"" chanca piedra",https://www.amazon.com/STONE-BREAKER-Chanca-Piedra-Gallbladder/dp/B01FERIHYE/,Digestive Issues Alleviated,"I was diagnosed in March 2019 with gastritis (inflammation of the stomach lining). The doctors did a CT scan and another different scan but found nothing wrong with anything else. While this is probably a common issue I realized early in my journey to recovery that digestive issues start with the gallbladder and liver. I did not want to continue on the Proton Pump Inhibitors that the doctor prescribed to alleviate the acid buildup in my stomach (it made me feel more bloated). The only way to rid the pain and bloat was celery juice in the morning, intermittent fasting and 40 minute workouts twice a day (I also changed my diet). While this worked through 2019 and 2020, I know I wasn't always going to have access to cardio equipment every day. Covid hit 2020 so fast forward to August 2021 and I started feeling that weird pressure over my gallbladder again. I was able to rid the pain but not the pressure. I came across this product while searching Amazon for supplements and read the reviews. The majority of people had great outcomes so I bought a bottle. I've only taken one a day so far but it has been really fast acting right away, reduced the pressure under my right ribs quickly. I take one with my morning meal with a Calcium, Magnesium Zinc tablet. One NAC tablet, B12, Vit D3 with 1 capsule each of Milk Thistle (liver support) and lecithin. I would also drink Roasted Dandelion Root Tea for my digestion. I was taking the vitamins and supplements before the Stonebreaker capsule was added in recently. This combo really helped a lot. But one thing I noticed, the Stonebreaker addition makes you go do #2 ALOT IN quantity in the beginning. I'm assuming it's cleaning out your backed up system and helping bile move from liver to gallbladder for fatty breakdown. I recently gave one capsule to my sister (has diabetes) to see if it would help her although she is so skinny I don't know if she had anything to get rid of internally. SURPRISE! She said it really cleaned out her colon. UPDATE 12/3/21 I gave a capsule to my cousin as she was having trouble going to the bathroom to urinate several times a night and felt like she was still full right after she would go. We thought it would help her kidneys. She took only one and 3 days later went to the emergency room with excruciating pain from a dislodged kidney stone. We kind of assumed it was dislodged by the Chanca Piedra preventing the formation of stones and since the stone wasn't growing larger it broke down and was able to travel to her bladder. She kept drinking lemon water and celery juice for a week after and hasn't felt any pain since then in November. Although she was freaked out by the kidney pain when it happened she since doesn't want to take the Stone Breaker at all. But I will keep taking it as my pain has subsided to nothing. UPDATE 2 My cousin decided to continue taking it and increased her water intake and drinking specific teas for kidney support. Seems to be working.",5,4,2021-10-26,"Written on behalf of cousin who had kidney stone issues, whilst original reviewer used product for stomach, gallbladder and liver issues initially.",1,1,0,0,1,1,1,1,1,,,1,,,,,"Taken in conjunction with lemon water and celery juice, initially. After that, increased water intake and specific teas for kidney support.","Initially, one dose led to the dislodged stone incident 3 days later. A while later, continuous consumption for prophylactic purposes.",,,1,,,,stone breaker chanca piedra,1,,1,,"Effective for gallbladder and liver problems, and the stomach issues these can lead to.",,539,Manual
227,Chanca piedra,Amazon,"EU Natural: ""Stone Breaker"" chanca piedra",https://www.amazon.com/STONE-BREAKER-Chanca-Piedra-Gallbladder/dp/B01FERIHYE/,Very good,"I asked for the dad of a friend k had calculations, and it turned out very good the one day I urinate blood and felt pain and it was xk was throwing the stones the doctor was surprised.",5,,2021-10-26,"Spanish-speaker (English translation not very good, bit unintelligible).",1,,,,,,,,,,,,,1,,,,,,,,,,"urinated blood; possibly asked for advice from the dad of a friend who had a similar condition, I think from the translation.",,,,,,,,38,Manual
228,Chanca piedra,Amazon,"EU Natural: ""Stone Breaker"" chanca piedra",https://www.amazon.com/STONE-BREAKER-Chanca-Piedra-Gallbladder/dp/B01FERIHYE/,Hopefully it works!,I have been through 2 bottles so far. Using it to help rid or disolve and prevent kidney stones. I currently have k-stones and these were suggested by my urologist. So far I have not had any episodes of extreme pain and I have passed a few stones already under this suppliment. I cant say for sure if it works. But no pain and passing stones easily is a good sign so far.,5,1,2021-10-25,"is still unsure of it's effectiveness, too early to tell, but pain has drastically reduced so far.",1,,0,,1,,1,,1,,1,,,0,,,,has been through 2 bottles already,have painlessly been passed easily,,1,1,,has been through 2 bottles of product during treatment,stone breaker chanca piedra (been through 2 bottles already),,,,,,,73,Manual
229,Chanca piedra,Amazon,"EU Natural: ""Stone Breaker"" chanca piedra",https://www.amazon.com/STONE-BREAKER-Chanca-Piedra-Gallbladder/dp/B01FERIHYE/,Jury still out...,"I have been using for a 6 weeks, hopefully, will not have stone issues again. Need to check back in 1 year. Taste reminds me of tea and a large pill is difficult to swallow sometimes.",5,,2021-10-18,has been using product for 6 weeks so far (at time of review submission); will check back in 1 year.,1,,0,0,,,1,,,,,,,,,,,,,,1,,,tastes like tea,,,,,,,,36,Manual
